"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2016S000123    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0068 0070","Dijous","2016",1,"Gener","7","11","No respectat pas de vianants","Matí","431183.54 ","4584280.16","2.17555983313692","41.4052766121496"
"2016S002615    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0072 0072","Dimecres","2016",4,"Abril","6","17","Gir indegut o sense precaució","Tarda","431277.27 ","4584186.43","2.17669175329274","41.4044404412733"
"2016S001496    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0230 0232","Dijous","2016",2,"Febrer","25","18","No determinada","Tarda","430590.8  ","4582954.38","2.16862117238058","41.3932847426977"
"2016S002453    ",2,"Eixample",6,"la Sagrada Família",89004,"Consell de Cent","0571 0571","Dijous","2016",3,"Març","31","17","Canvi de carril sense precaució","Tarda","430215.57 ","4583149.45","2.16411072973317","41.3950091733010"
"2016S006276    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0542 0542","Divendres","2016",8,"Agost","12","14","Gir indegut o sense precaució","Tarda","430168.68 ","4583212.58","2.16354260014406","41.3955736902286"
"2016S000167    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0218 0218","Divendres","2016",1,"Gener","8","16","Altres","Tarda","430121.86 ","4583246.63","2.16297865673622","41.3958762965094"
"2016S002876    ",2,"Eixample",6,"la Sagrada Família",105304,"Dos de Maig","0235 0237","Divendres","2016",4,"Abril","15","21","Gir indegut o sense precaució","Tarda","430216.17 ","4583338.88","2.16409605649088","41.3967153582648"
"2016S003419    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0494 0498","Dimecres","2016",5,"Maig","4","17","No determinada","Tarda","429749.85 ","4583136.46","2.15854184713558","41.3948515927965"
"2016S009196    ",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Diputació","0330 0330","Dimecres","2016",11,"Novembre","30","08","Gir indegut o sense precaució","Matí","431553.57 ","4584083.99","2.18000861465738","41.4035413890365"
"2016S004480    ",2,"Eixample",6,"la Sagrada Família",60206,"Canonge Cuffí","0007 0007","Dijous","2016",6,"Juny","9","03","Manca d'atenció a la conducció","Nit","430390.32 ","4583117.19","2.16620459668382","41.3947337766336"
"2016S005262    ",2,"Eixample",6,"la Sagrada Família",362704,"Vilaret","0052 0052","Dimarts","2016",7,"Juliol","5","14","Avançament defectuós/improcedent","Tarda","429554.34 ","4583063.6 ","2.15621187881387","41.3941782507070"
"2016S000188    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0045 0045","Dissabte","2016",1,"Gener","9","14","Gir indegut o sense precaució","Tarda","431553.57 ","4584083.99","2.18000861465738","41.4035413890365"
"2016S009183    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0045 0045","Dimarts","2016",11,"Novembre","29","19","No respectar distàncies","Tarda","431553.57 ","4584083.99","2.18000861465738","41.4035413890365"
"2016S007742    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0045 0045","Dimarts","2016",10,"Octubre","11","13","No respectar distàncies","Matí","431553.57 ","4584083.99","2.18000861465738","41.4035413890365"
"2016S002832    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0098 0098","Dijous","2016",4,"Abril","14","18","Gir indegut o sense precaució","Tarda","430694.58 ","4582659.98","2.16989615421344","41.3906421323283"
"2016S006000    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0153 0159","Dissabte","2016",7,"Juliol","30","22","Manca d'atenció a la conducció","Nit","430626.41 ","4582904.42","2.16905281467575","41.3928378441017"
"2016S005274    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0264 0264","Dimarts","2016",7,"Juliol","5","21","Gir indegut o sense precaució","Tarda","430404.35 ","4583145.14","2.16636919144362","41.3949867285206"
"2016S003700    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0264 0264","Dissabte","2016",5,"Maig","14","09","Canvi de carril sense precaució","Matí","430404.35 ","4583145.14","2.16636919144362","41.3949867285206"
"2016S006887    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0268 0268","Dissabte","2016",9,"Setembre","10","23","Gir indegut o sense precaució","Nit","430022.75 ","4582583.06","2.16186994362451","41.3898911172027"
"2016S007338    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0105 0105","Dimarts","2016",9,"Setembre","27","08","Avançament defectuós/improcedent","Matí","430155.92 ","4582713.39","2.16344759987996","41.3910765420245"
"2016S004835    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0036 0042","Dilluns","2016",6,"Juny","20","12","Altres","Matí","429809.09 ","4583287.25","2.15923291002699","41.3962148837125"
"2016S000291    ",2,"Eixample",7,"la Dreta de l'Eixample",43808,"Bocabella","0020 0020","Dimecres","2016",1,"Gener","13","18","Avançament defectuós/improcedent","Tarda","429611.29 ","4583250.11","2.15687133965882","41.3958630721768"
"2016S008547    ",2,"Eixample",7,"la Dreta de l'Eixample",43808,"Bocabella","0020 0020","Dimecres","2016",11,"Novembre","9","00","Altres","Nit","429611.29 ","4583250.11","2.15687133965882","41.3958630721768"
"2016S006747    ",2,"Eixample",7,"la Dreta de l'Eixample",43808,"Bocabella","0020 0020","Dilluns","2016",9,"Setembre","5","18","No respectar distàncies","Tarda","429606.08 ","4583221.92","2.15681230299376","41.3956087182647"
"2016S009279    ",2,"Eixample",6,"la Sagrada Família",73900,"Castillejos","0196 0196","Dijous","2016",12,"Desembre","1","16","Manca d'atenció a la conducció","Tarda","430590.8  ","4582954.38","2.16862117238058","41.3932847426977"
"2016S002577    ",2,"Eixample",6,"la Sagrada Família",362704,"Vilaret","0018 0020","Dimarts","2016",4,"Abril","5","12","No respectar distàncies","Matí","430590.23 ","4582764.01","2.16863619166894","41.3915700913458"
"2016S009917    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0507 0509","Divendres","2016",12,"Desembre","23","11","Canvi de carril sense precaució","Matí","430476.36 ","4582897.28","2.16725897094068","41.3927605677471"
"2016S007972    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0478 0478","Dijous","2016",10,"Octubre","20","08","Gir indegut o sense precaució","Matí","430061.22 ","4582806.77","2.16230418581817","41.3919093483481"
"2016S009580    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0478 0478","Dimecres","2016",12,"Desembre","14","08","Altres","Matí","430061.22 ","4582806.77","2.16230418581817","41.3919093483481"
"2016S004625    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0230 0230","Dimarts","2016",6,"Juny","14","13","Desobeir semàfor","Matí","429965.34 ","4582901.03","2.16114652745152","41.3927499659343"
"2016S009489    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0179 0179","Dissabte","2016",12,"Desembre","10","15","Altres","Tarda","430277.16 ","4582833.02","2.16488385965431","41.3921645390393"
"2016S010035    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0614 0614","Dimecres","2016",12,"Desembre","28","09","Altres","Matí","430181.79 ","4582892   ","2.16373640009011","41.3926874717943"
"2016S010074    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0037 0037","Dijous","2016",12,"Desembre","29","13","Gir indegut o sense precaució","Matí","431646.63 ","4583986.73","2.18113283223841","41.4026733226928"
"2016S004117    ",2,"Eixample",7,"la Dreta de l'Eixample",225500,"Nàpols","0153 0153","Diumenge","2016",5,"Maig","29","11","Envair calçada contrària","Matí","431646.63 ","4583986.73","2.18113283223841","41.4026733226928"
"2016S005782    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0001 0001","Divendres","2016",7,"Juliol","22","21","Gir indegut o sense precaució","Tarda","431463.86 ","4583995.65","2.17894547558715","41.4027380885066"
"2016S004759    ",2,"Eixample",7,"la Dreta de l'Eixample",232902,"Urquinaona","0003 0003","Divendres","2016",6,"Juny","17","20","No respectar distàncies","Tarda","431553.57 ","4584083.99","2.18000861465738","41.4035413890365"
"2016S006848    ",2,"Eixample",7,"la Dreta de l'Eixample",86006,"Concepció","0002 0002","Divendres","2016",9,"Setembre","9","08","Manca d'atenció a la conducció","Matí","429915.18 ","4582839.04","2.16055377343723","41.3921872694721"
"2016S000554    ",2,"Eixample",7,"la Dreta de l'Eixample",86006,"Concepció","0007 0009","Divendres","2016",1,"Gener","22","21","No determinada","Tarda","429965.34 ","4582901.03","2.16114652745152","41.3927499659343"
"2016S003722    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0518 0518","Dissabte","2016",5,"Maig","14","20","Gir indegut o sense precaució","Tarda","430155.92 ","4582713.39","2.16344759987996","41.3910765420245"
"2016S001668    ",3,"Sants-Montjuïc",11,"el Poble-sec",118805,"Exposició","0070 0070","Dimecres","2016",3,"Març","2","12","No respectar distàncies","Matí","431272.15 ","4583838.06","2.17667009394724","41.4013023446078"
"2016S002265    ",3,"Sants-Montjuïc",11,"el Poble-sec",133605,"França Xica","0007 0007","Dimarts","2016",3,"Març","22","13","No respectar distàncies","Matí","431311.64 ","4583862.73","2.17713967241975","41.4015279173133"
"2016S000148    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0288 0288","Dijous","2016",1,"Gener","7","13","Canvi de carril sense precaució","Matí","431274.06 ","4584558.52","2.17661106290877","41.4077914618331"
"2016S002745    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0288 0288","Dilluns","2016",4,"Abril","11","20","No determinada","Tarda","431274.06 ","4584558.52","2.17661106290877","41.4077914618331"
"2016S002591    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0006 0006","Dimarts","2016",4,"Abril","5","20","Altres","Tarda","431178.88 ","4584841.26","2.17544022040028","41.4103298575381"
"2016S009570    ",2,"Eixample",7,"la Dreta de l'Eixample",278459,"Reina Victòria","0000 0000","Dimarts","2016",12,"Desembre","13","15","Gir indegut o sense precaució","Tarda","431462.42 ","4584365.78","2.17888630101073","41.4060716106609"
"2016S009319    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0338 0338","Divendres","2016",12,"Desembre","2","23","Manca d'atenció a la conducció","Nit","431224.43 ","4584440.03","2.17603080654593","41.4067200121749"
"2016S008800    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0013 0013","Dimecres","2016",11,"Novembre","16","11","Altres","Matí","431183.54 ","4584280.16","2.17555983313692","41.4052766121496"
"2016S008145    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0045 0045","Dimarts","2016",10,"Octubre","25","18","Desobeir semàfor","Tarda","431275.04 ","4584936.5 ","2.17657982025174","41.4111958882258"
"2016S009706    ",2,"Eixample",5,"el Fort Pienc",305100,"Sant Joan","0032 0032","Dissabte","2016",12,"Desembre","17","11","Canvi de carril sense precaució","Matí","430793.01 ","4584278.9 ","2.17088817054816","41.4052317081984"
"2016S000904    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0106 0106","Dijous","2016",2,"Febrer","4","14","Canvi de carril sense precaució","Tarda","431648.21 ","4584360.13","2.18110952787532","41.4060365559321"
"2016S008197    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0290 0290","Dijous","2016",10,"Octubre","27","13","Desobeir semàfor","Matí","431087.05 ","4584936.71","2.17433071611861","41.4111816686798"
"2016S003632    ",2,"Eixample",7,"la Dreta de l'Eixample",49509,"Bruc","0027 0027","Dimecres","2016",5,"Maig","11","18","Avançament defectuós/improcedent","Tarda","431180.38 ","4584467.18","2.17550074587180","41.4069607700392"
"2016S000793    ",2,"Eixample",7,"la Dreta de l'Eixample",309406,"Sant Pere","0001 0001","Dimarts","2016",2,"Febrer","2","09","Altres","Matí","431740.06 ","4584265.35","2.18221901966021","41.4051907132286"
"2016S007796    ",2,"Eixample",7,"la Dreta de l'Eixample",49509,"Bruc","0042 0044","Dijous","2016",10,"Octubre","13","21","Desobeir semàfor","Tarda","431087.38 ","4584563.89","2.17437715985507","41.4078238308086"
"2016S000142    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp","0017 0017","Dijous","2016",1,"Gener","7","19","Gir indegut o sense precaució","Tarda","431087.59 ","4584749.86","2.17435847540932","41.4094988192404"
"2016S003282    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0275 0275","Dissabte","2016",4,"Abril","30","11","Canvi de carril sense precaució","Matí","431648.21 ","4584360.13","2.18110952787532","41.4060365559321"
"2016S002569    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0118 0118","Dimarts","2016",4,"Abril","5","08","No respectar distàncies","Matí","431037.81 ","4584874.21","2.17374874711651","41.4106145249285"
"2016S003488    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris","0146 0146","Divendres","2016",5,"Maig","6","15","Manca d'atenció a la conducció","Tarda","431743.79 ","4584455.08","2.18224222398484","41.4068998698714"
"2016S002290    ",2,"Eixample",7,"la Dreta de l'Eixample",145003,"Girona","0075 0075","Dimecres","2016",3,"Març","23","12","Altres","Matí","431651.12 ","4584550.19","2.18112285591895","41.4077486147055"
"2016S004822    ",2,"Eixample",7,"la Dreta de l'Eixample",176801,"Roger de Llúria","0113 0113","Dilluns","2016",6,"Juny","20","10","Gir indegut o sense precaució","Matí","430901.11 ","4584569.96","2.17214808021034","41.4078624963293"
"2016S007027    ",2,"Eixample",5,"el Fort Pienc",100800,"Diputació","0483 0483","Dijous","2016",9,"Setembre","15","21","Manca precaució incorporació circulació","Tarda","431005.28 ","4584123.92","2.17344518073962","41.4038541162371"
"2016S006664    ",2,"Eixample",7,"la Dreta de l'Eixample",31300,"Bailèn","0036 0036","Dijous","2016",9,"Setembre","1","16","Manca precaució incorporació circulació","Tarda","430869.31 ","4584709.61","2.17175168276288","41.4091175403183"
"2016S002805    ",2,"Eixample",5,"el Fort Pienc",144601,"Diagonal","0243 0243","Dimecres","2016",4,"Abril","13","19","No determinada","Tarda","431089.2  ","4584191.65","2.17444135415651","41.4044713426412"
"2016S002175    ",3,"Sants-Montjuïc",11,"el Poble-sec",334301,"Teodor Bonaplata","0004 0004","Divendres","2016",3,"Març","18","20","Manca precaució incorporació circulació","Tarda","431183.54 ","4584280.16","2.17555983313692","41.4052766121496"
"2016S003885    ",2,"Eixample",7,"la Dreta de l'Eixample",71600,"Casp","0044 0044","Divendres","2016",5,"Maig","20","16","Canvi de carril sense precaució","Tarda","431308.43 ","4584795.64","2.17699529794052","41.4099300652419"
"2016S004761    ",2,"Eixample",5,"el Fort Pienc",335100,"Tetuan","0036 0037","Divendres","2016",6,"Juny","17","19","No respectar distàncies","Tarda","431445.11 ","4583962.46","2.17872494487964","41.4024375564437"
"2016S009362    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0195 0197","Dilluns","2016",12,"Desembre","5","12","Manca d'atenció a la conducció","Matí","431277.27 ","4584186.43","2.17669175329274","41.4044404412733"
"2016S000415    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0205 0205","Dilluns","2016",1,"Gener","18","12","No respectat pas de vianants","Matí","431260.61 ","4584155.54","2.17649596768382","41.4041607992565"
"2016S006336    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0207 0207","Dimarts","2016",8,"Agost","16","12","No respectar distàncies","Matí","431369.71 ","4583900.93","2.17782997477459","41.4018769362751"
"2016S003025    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0207 0207","Dijous","2016",4,"Abril","21","11","Gir indegut o sense precaució","Matí","431369.71 ","4583900.93","2.17782997477459","41.4018769362751"
"2016S007216    ",2,"Eixample",5,"el Fort Pienc",197302,"Marina","0090 0090","Dimecres","2016",9,"Setembre","21","18","Avançament defectuós/improcedent","Tarda","430810.78 ","4584480.49","2.17107768178626","41.4070488930602"
"2016S004231    ",2,"Eixample",5,"el Fort Pienc",11200,"Almogàvers","0055 0055","Dimecres","2016",6,"Juny","1","17","Desconegut","Tarda","431704.5  ","4583927.53","2.18183177482072","41.4021450487065"
"2016S009148    ",2,"Eixample",6,"la Sagrada Família",701232,"Henry Dunant","9999 9999","Dilluns","2016",11,"Novembre","28","19","Manca precaució efectuar marxa enrera","Tarda","431451.65 ","4583605.7 ","2.17884361052986","41.3992248870339"
"2016S004350    ",2,"Eixample",5,"el Fort Pienc",28305,"Ausiàs Marc","0155 0155","Dissabte","2016",6,"Juny","4","13","Manca d'atenció a la conducció","Matí","432028.1  ","4583016.96","2.18580505824673","41.3939712550912"
"2016S005420    ",2,"Eixample",5,"el Fort Pienc",28305,"Ausiàs Marc","0165 0165","Dilluns","2016",7,"Juliol","11","08","No respectat pas de vianants","Matí","431848.19 ","4583177.99","2.18363507019513","41.3954063662112"
"2016S001424    ",3,"Sants-Montjuïc",11,"el Poble-sec",108007,"Elkano","0071 0071","Dimarts","2016",2,"Febrer","23","15","No respectar distàncies","Tarda","431350.33 ","4583265.4 ","2.17767027493280","41.3961512569736"
"2016S000173    ",3,"Sants-Montjuïc",11,"el Poble-sec",108007,"Elkano","0073 0073","Divendres","2016",1,"Gener","8","18","Altres","Tarda","431363.28 ","4583313.93","2.17781966500566","41.3965894583967"
"2016S000260    ",3,"Sants-Montjuïc",11,"el Poble-sec",108007,"Elkano","0073 0073","Dimarts","2016",1,"Gener","12","20","Gir indegut o sense precaució","Tarda","431363.28 ","4583313.93","2.17781966500566","41.3965894583967"
"2016S002351    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0830 0830","Diumenge","2016",3,"Març","27","23","Desobeir semàfor","Nit","431373.97 ","4583113.78","2.17797023316118","41.3947876808917"
"2016S008077    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0830 0830","Dilluns","2016",10,"Octubre","24","00","Desobeir semàfor","Nit","431373.97 ","4583113.78","2.17797023316118","41.3947876808917"
"2016S003696    ",2,"Eixample",5,"el Fort Pienc",325005,"Sicília","0242 0242","Dissabte","2016",5,"Maig","14","05","Altres","Nit","431402.19 ","4583316.51","2.17828478117943","41.3966160188464"
"2016S003037    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0425 0425","Dijous","2016",4,"Abril","21","18","Altres","Tarda","431545.26 ","4583698.06","2.17995288781257","41.4000647277180"
"2016S008505    ",3,"Sants-Montjuïc",11,"el Poble-sec",241801,"Palma","0020 0020","Dilluns","2016",11,"Novembre","7","20","Desobeir semàfor","Tarda","431276.93 ","4583999.47","2.17670893164829","41.4027565226966"
"2016S009010    ",3,"Sants-Montjuïc",11,"el Poble-sec",241801,"Palma","0024 0024","Dimecres","2016",11,"Novembre","23","21","Desobeir altres senyals","Tarda","431264.72 ","4583795.85","2.17658601302696","41.4009215366260"
"2016S006139    ",3,"Sants-Montjuïc",11,"el Poble-sec",234500,"Olivera","0074 0074","Divendres","2016",8,"Agost","5","16","Desobeir altres senyals","Tarda","431553.84 ","4583500.42","2.18007788396057","41.3982853750798"
"2016S006202    ",3,"Sants-Montjuïc",11,"el Poble-sec",234500,"Olivera","0074 0074","Dimarts","2016",8,"Agost","9","11","Desobeir altres senyals","Matí","431553.84 ","4583500.42","2.18007788396057","41.3982853750798"
"2016S005763    ",3,"Sants-Montjuïc",11,"el Poble-sec",271802,"Puríssima Concepció","0008 0008","Diumenge","2016",5,"Maig","8","09","No determinada","Matí","431169.93 ","4583892.6 ","2.17544112982699","41.4017848168770"
"2016S005864    ",2,"Eixample",5,"el Fort Pienc",325005,"Sicília","0188 0188","Dimarts","2016",7,"Juliol","26","13","Gir indegut o sense precaució","Matí","431167.04 ","4583702.85","2.17542815357121","41.4000755508619"
"2016S008941    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0093 0093","Dilluns","2016",11,"Novembre","21","09","Altres","Matí","431402.19 ","4583316.51","2.17828478117943","41.3966160188464"
"2016S004669    ",2,"Eixample",5,"el Fort Pienc",76807,"Sardenya","0158 0158","Dimecres","2016",6,"Juny","15","17","No cedir la dreta","Tarda","431457.14 ","4583406.9 ","2.17893180589330","41.3974348242153"
"2016S003902    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0176 0176","Dissabte","2016",5,"Maig","21","12","Manca d'atenció a la conducció","Matí","431608.84 ","4583518.48","2.18073372338666","41.3984527201465"
"2016S000746    ",2,"Eixample",5,"el Fort Pienc",178308,"Lepant","0182 0182","Divendres","2016",1,"Gener","29","17","Desobeir semàfor","Tarda","431648.43 ","4583591.24","2.18119905796476","41.3991114170627"
"2016S004023    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0571 0571","Dimecres","2016",5,"Maig","25","20","Canvi de carril sense precaució","Tarda","431083.78 ","4583646.51","2.17443863414332","41.3995609758257"
"2016S002761    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0581 0583","Dimarts","2016",4,"Abril","12","13","Manca d'atenció a la conducció","Matí","431107.8  ","4583670.04","2.17472327410124","41.3997749633708"
"2016S004540    ",2,"Eixample",6,"la Sagrada Família",161407,"Indústria","0168 0170","Divendres","2016",6,"Juny","10","14","No respectar distàncies","Tarda","431385.46 ","4583527.64","2.17806072378944","41.3985161738947"
"2016S005208    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0319 0319","Diumenge","2016",7,"Juliol","3","23","Manca d'atenció a la conducció","Nit","431167.04 ","4583702.85","2.17542815357121","41.4000755508619"
"2016S008641    ",2,"Eixample",6,"la Sagrada Família",68900,"Cartagena","0320 0320","Divendres","2016",11,"Novembre","11","08","No respectar distàncies","Matí","431206.25 ","4583722.07","2.17589498944568","41.4002520181426"
"2016S006314    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0062 0062","Diumenge","2016",8,"Agost","14","22","Gir indegut o sense precaució","Nit","431420.81 ","4583832.37","2.17844901347683","41.4012638018749"
"2016S001646    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0062 0062","Dimarts","2016",3,"Març","1","13","No determinada","Matí","431420.81 ","4583832.37","2.17844901347683","41.4012638018749"
"2016S003917    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0070 0070","Dissabte","2016",5,"Maig","21","20","Desobeir altres senyals","Tarda","431452.23 ","4583798.16","2.17882873723493","41.4009583647568"
"2016S002880    ",2,"Eixample",6,"la Sagrada Família",142300,"Gaudí","0070 0070","Divendres","2016",4,"Abril","15","23","Manca d'atenció a la conducció","Nit","431452.23 ","4583798.16","2.17882873723493","41.4009583647568"
"2016S007681    ",2,"Eixample",6,"la Sagrada Família",161407,"Indústria","0161 0161","Diumenge","2016",10,"Octubre","9","03","No determinada","Nit","429754.82 ","4580911.18","2.15885951794457","41.3748096613853"
"2016S008951    ",2,"Eixample",6,"la Sagrada Família",90502,"Còrsega","0593 0595","Dilluns","2016",11,"Novembre","21","15","No respectar distàncies","Tarda","431105.29 ","4583623.1 ","2.17469859650857","41.3993519743223"
"2016S004927    ",2,"Eixample",6,"la Sagrada Família",161407,"Indústria","0132 0132","Dimecres","2016",6,"Juny","22","17","No respectar distàncies","Tarda","431260.12 ","4583609.26","2.17655219307081","41.3992405850323"
"2016S002863    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0764 0768","Divendres","2016",4,"Abril","15","17","No respectar distàncies","Tarda","430884.69 ","4583802.91","2.17203931045361","41.4009525162256"
"2016S008678    ",2,"Eixample",5,"el Fort Pienc",197302,"Marina","0155I0155I","Divendres","2016",11,"Novembre","11","22","Desobeir semàfor","Nit","430978.26 ","4583706.76","2.17316956148961","41.4000945691721"
"2016S008784    ",2,"Eixample",5,"el Fort Pienc",197302,"Marina","0155I0155I","Dimarts","2016",11,"Novembre","15","20","Desconegut","Tarda","430978.26 ","4583706.76","2.17316956148961","41.4000945691721"
"2016S009662    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0301 0303","Divendres","2016",12,"Desembre","16","12","Manca precaució incorporació circulació","Matí","431451.65 ","4583605.7 ","2.17884361052986","41.3992248870339"
"2016S000639    ",2,"Eixample",5,"el Fort Pienc",89004,"Consell de Cent","0506 0506","Dilluns","2016",1,"Gener","25","20","No determinada","Tarda","431829.73 ","4583734.17","2.18335159398405","41.4004141505277"
"2016S006527    ",2,"Eixample",5,"el Fort Pienc",100800,"Diputació","0437 0437","Divendres","2016",8,"Agost","26","18","No respectat pas de vianants","Tarda","431937.47 ","4583875.38","2.18462447624276","41.4016951231665"
"2016S005935    ",3,"Sants-Montjuïc",11,"el Poble-sec",311805,"Sancho Marraco","0008 0010","Dijous","2016",7,"Juliol","28","16","Desconegut","Tarda","430978.26 ","4583706.76","2.17316956148961","41.4000945691721"
"2016S007759    ",2,"Eixample",6,"la Sagrada Família",129007,"Font","0022 0022","Dimecres","2016",10,"Octubre","12","15","Gir indegut o sense precaució","Tarda","431167.04 ","4583702.85","2.17542815357121","41.4000755508619"
"2016S004080    ",3,"Sants-Montjuïc",11,"el Poble-sec",178400,"Lleida","0017 0017","Divendres","2016",5,"Maig","27","15","No determinada","Tarda","431561.33 ","4583110.18","2.18021162216344","41.3947712377426"
"2016S003785    ",2,"Eixample",5,"el Fort Pienc",9209,"Alí Bei","0038 0042","Dimarts","2016",5,"Maig","17","18","Altres","Tarda","431915.22 ","4583720.21","2.18437578638796","41.4002956672333"
"2016S006540    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló","0484 0486","Dissabte","2016",8,"Agost","27","11","No respectar distàncies","Matí","431915.22 ","4583720.21","2.18437578638796","41.4002956672333"
"2016S001794    ",2,"Eixample",5,"el Fort Pienc",169409,"Corts Catalanes","0701 0703","Diumenge","2016",3,"Març","6","15","Canvi de carril sense precaució","Tarda","431033.56 ","4584310.44","2.17376220782148","41.4055364699151"
"2016S001457    ",2,"Eixample",5,"el Fort Pienc",225500,"Nàpols","0060 0060","Dimecres","2016",2,"Febrer","24","17","Gir indegut o sense precaució","Tarda","431264.72 ","4583795.85","2.17658601302696","41.4009215366260"
"2016S009991    ",3,"Sants-Montjuïc",11,"el Poble-sec",230703,"Mare de Déu del Remei","0044 0044","Diumenge","2016",12,"Desembre","25","19","No determinada","Tarda","431412.74 ","4583055.41","2.17844057141830","41.3942652702279"
"2016S002590    ",2,"Eixample",5,"el Fort Pienc",701112,"André Malraux","0081X0081X","Dimarts","2016",4,"Abril","5","17","Manca d'atenció a la conducció","Tarda","431578.21 ","4583745.48","2.18034166503964","41.4004946324242"
"2016S007441    ",3,"Sants-Montjuïc",11,"el Poble-sec",108007,"Elkano","0057 0057","Divendres","2016",9,"Setembre","30","16","Manca precaució incorporació circulació","Tarda","431464.86 ","4583206.91","2.17904680343018","41.3956342329842"
"2016S003841    ",3,"Sants-Montjuïc",11,"el Poble-sec",108007,"Elkano","0059 0059","Dijous","2016",5,"Maig","19","12","Gir indegut o sense precaució","Matí","431246.29 ","4583152.89","2.17643863056849","41.3951290172297"
"2016S008651    ",2,"Eixample",5,"el Fort Pienc",9209,"Alí Bei","0106 0108","Divendres","2016",11,"Novembre","11","14","Desobeir semàfor","Tarda","431752.09 ","4583696.66","2.18242710642775","41.4000697167210"
"2016S001583    ",2,"Eixample",5,"el Fort Pienc",11200,"Almogàvers","0013 0013","Diumenge","2016",2,"Febrer","28","04","Desobeir semàfor","Nit","431752.09 ","4583696.66","2.18242710642775","41.4000697167210"
